简码：aq	安全
简码：tqgd	挺奇怪的
简码：tqiu	听清楚
简码：tqjx	探亲假
简码：tqky	投亲靠友
简码：tqld	听起来
简码：tqll	提前量
简码：tqlv	同气连枝
简码：tqsh	投其所好
简码：tqtb	铜墙铁壁
简码：tqua	谈情说爱
简码：tqxb	同情心
简码：tqyj	听其言
简码：tqym	吐气扬眉
简码：tqyx	听其言而观其行
简码：tqzr	听其自然
简码：trdb	体弱多病
简码：trey	同日而语
简码：trgs	痛入骨髓
简码：trgj	天人共鉴
简码：trhy	天人合一
简码：triv	泰然处之
简码：trj	唐人街
简码：trmi	甜如蜜
简码：trmd	坦然面对
简码：trqi	天然气
简码：trql	突如其来
简码：trqu	天然去雕饰
简码：truv	坦然受之
简码：trvb	天壤之别
简码：tryj	讨人厌
简码：tryl	天若有情天亦老
简码：trzr	泰然自若
简码：tsfv	胎死腹中
简码：tsg	替死鬼
简码：tsgp	兔死狗烹
简码：tshb	兔死狐悲
简码：tsjs	挑三拣四
简码：tsny	坦桑尼亚
简码：tsry	天随人愿
简码：tstt	太岁头上动土
简码：tswq	童叟无欺
简码：tsyd	通俗易懂
简码：tszs	推三阻四
简码：ttbj	滔滔不绝
简码：ttba	忐忑不安
简码：ttbf	谈吐不凡
简码：ttbl	投桃报李
简码：ttdd	坦坦荡荡
简码：ttdc	饕餮大餐
简码：ttdm	条条大路通罗马
简码：ttdz	滔天大罪
简码：ttez	塔塔尔族
简码：ttgu	退堂鼓
简码：ttgg	坛坛罐罐
简码：tthg	脱胎换骨
简码：tthh	堂堂皇皇
简码：tthr	偷天换日
简码：ttij	土特产
简码：ttjk	凸透镜
简码：ttji	推土机
简码：ttjj	挑挑拣拣
简码：ttkk	痛痛快快
简码：ttle	淘汰了
简码：ttlg	亭台楼阁
简码：ttll	拖拖拉拉
简码：ttmm	偷偷摸摸
简码：ttnr	头疼脑热
简码：ttqi	透透气
简码：ttrw	体贴入微
简码：tttn	探头探脑
简码：tttt	吞吞吐吐
简码：tttr	剃头挑子一头热
简码：ttuf	提提神
简码：ttut	吐吐舌头
简码：ttud	头头是道
简码：ttuu	踏踏实实
简码：ttvr	团团转
简码：ttvg	贪天之功
简码：ttvv	堂堂正正
简码：ttxu	天天向上
简码：ttxd	替天行道
简码：ttyl	亭亭玉立
简码：ttym	听天由命
简码：ttyt	头痛医头
简码：ttyy	团团圆圆
简码：tubd	泰山北斗
简码：tubb	天上不会掉馅饼
简码：tudb	天上掉馅饼
简码：tudx	听说读写
简码：tudh	天时地利人和
简码：tuei	挺身而出
简码：tugr	图书馆
简码：tugo	听说过
简码：tugs	同生共死
简码：tukd	唾手可得
简码：tulv	天生丽质
简码：tups	贪生怕死
简码：tuqk	特殊情况
简码：tusc	唐诗宋词
简码：tutv	土生土长
简码：tutr	同是天涯沦落人
简码：tuwl	投石问路
简码：tuwy	天生我材必有用
简码：tux	特殊性
简码：tuyi	太师椅
简码：tuyd	天生一对
简码：tuyw	天生尤物
简码：tvbq	停滞不前
简码：tvdm	天诛地灭
简码：tvdv	天知地知
简码：tvgj	同舟共济
简码：tvj	天主教
简码：tvjq	头重脚轻
简码：tvjw	添砖加瓦
简码：tvjy	添枝加叶
简码：tvjz	天之骄子
简码：tvl	偷着乐
简码：tvlm	天真烂漫
简码：tvlj	通知栏
简码：tvlv	通胀率
简码：tvm	同志们
简码：tvru	铁证如山
简码：tvrv	听之任之
简码：tvv	统治者
简码：tvvj	弹指之间
简码：tvwx	天真无邪
简码：tvwy	天助我也
简码：tvyy	逃之夭夭
简码：tvyt	投之以桃
简码：twbm	图文并茂
简码：twdl	天文地理
简码：twer	天无二日
简码：twfx	天外飞仙
简码：twfh	贪污腐化
简码：twgv	叹为观止
简码：twhx	题外话
简码：twhh	天网恢恢
简码：twji	体温计
简码：twjl	天无绝人之路
简码：twkt	退无可退
简码：twle	太晚了
简码：twlk	天外来客
简码：twlu	图瓦卢
简码：twlz	天王老子
简码：twlp	天王老子都不怕
简码：twnc	天威难测
简码：twpb	调味品
简码：twsu	同位素
简码：twtd	天文台
简码：twuh	贪污受贿
简码：twwf	体无完肤
简码：twxj	天文学家
简码：twyt	天外有天
简码：txbz	贪心不足
简码：txbu	天下本无事
简码：txdc	剃须刀
简码：txdd	提心吊胆
简码：txdl	天下大乱
简码：txdu	天下大事
简码：txdv	天旋地转
简码：txdy	天下第一
简码：txfu	谈笑风生
简码：txjb	退休金
简码：txjx	痛下决心
简码：txjf	啼笑皆非
简码：txju	痛心疾首
简码：txlu	通讯录
简码：txlv	贴现率
简码：txlb	袒胸露背
简码：txlm	同性恋
简码：txmf	同学们
简码：txma	条形码
简码：txmc	天下没有白吃的午餐
简码：txpy	贪小便宜
简码：txqy	偷香窃玉
简码：txrn	推贤让能
简码：txtd	同心同德
简码：txtf	掏心掏肺
简码：txtp	天下太平
简码：txue	通讯社
简码：txud	贪小失大
简码：txvg	通行证
简码：txvf	推心置腹
简码：txww	铜臭味
简码：txwd	天下无敌
简码：txwg	天下为公
简码：txwh	天下乌鸦一般黑
简码：txwm	童心未泯
简码：txwu	天下无双
简码：txwx	天下无不散之筵席
简码：txxk	挑衅性
简码：txxi	同性相斥
简码：txxl	同心协力
简码：txxw	天下兴亡
简码：txy	同心圆
简码：txyv	他乡遇故知
简码：txyr	谈笑有鸿儒
简码：txzr	谈笑自若
简码：txzo	天蝎座
简码：tyb	退一步
简码：tyby	天有不测风云
简码：tybh	头也不回
简码：tyc	头一次
简码：tyci	同义词
简码：tycl	太阳从西边出来
简码：tydd	天摇地动
简码：tydl	体育锻炼
简码：tyei	脱颖而出
简码：tyfg	田园风光
简码：tyge	同一个
简码：tygr	体育馆
简码：tygn	特异功能
简码：tygh	同业公会
简码：tyhv	头一回
简码：tyhj	天涯海角
简码：tyih	体育场
简码：tyjc	添油加醋
简码：tyjh	土洋结合
简码：tyjy	桃园结义
简码：tyjw	腾云驾雾
简码：tyjk	添衣加裤
简码：tymx	头晕目眩
简码：tymy	甜言蜜语
简码：tyng	太阳能
简码：typd	糖衣炮弹
简码：tyqb	徒有其表
简码：tyqm	徒有其名
简码：tyrl	天涯若比邻
简码：tytw	吞云吐雾
简码：tyuj	同一时间
简码：tyuq	同一时期
简码：tywf	天衣无缝
简码：tywj	童言无忌
简码：tywu	退一万步说
简码：tyx	通用性
简码：tyxi	太阳系
简码：tyxt	太阳穴
简码：tyxy	天要下雨
简码：tyxm	徒有虚名
简码：tyxk	椭圆形
简码：tyxw	跳跃性思维
简码：tyyi	投影仪
简码：tyys	挺有意思
简码：tyzi	同音字
简码：tzhl	投资回报率
简码：tzjx	天子脚下
简码：tznu	天作孽犹可恕
简码：tzqc	天纵其才
简码：tzrh	天灾人祸
简码：tzv	投资者
简码：tzvh	天作之合
简码：tzwf	贪赃枉法
简码：tzy	替罪羊
简码：tzyh	投资银行
简码：ud	收到
简码：ux	首先
简码：uq	事情
简码：ut	身体
简码：um	上面
简码：ub	顺便
简码：up	双拼
简码：us	神似
简码：uawz	少安毋躁
简码：ubbx	誓不罢休
简码：ubby	十八般武艺
简码：ubcm	恕不从命
简码：ubff	少部分
简码：ubfg	恕不奉告
简码：ubdk	说不定
简码：ubde	舍不得
简码：ubdc	收不到
简码：ubdl	山崩地裂
简码：ubfp	恕不奉陪
简码：ubfu	生不逢时
简码：ubgb	事倍功半
简码：ubgf	食不果腹
简码：ubgj	事不关己
简码：ubgq	说不过去
简码：ubgs	事不过三
简码：ubgu	少不更事
简码：ubgw	食不甘味
简码：ubgx	善罢甘休
简码：ubhj	睡不好觉
简码：ubiu	说不出
简码：ubik	说不出口
简码：ubil	说不出来
简码：ubj	社保局
简码：ubju	少不经事
简码：ubjs	十八九岁
简码：ubjd	深不见底
简码：ubka	社保卡
简码：ubkc	深不可测
简码：ubkd	势不可挡
简码：ubln	受不了
简码：ubll	势不两立
简码：uble	上班了
简码：ublv	树碑立传
简码：ublq	神兵利器
简码：ublu	稍不留神
简码：ublj	傻不拉叽
简码：ubld	傻不愣登
简码：ubml	身败名裂
简码：ubnm	上半年
简码：ubnu	寿比南山
简码：ubqk	说不清
简码：ubqi	说不清楚
简码：ubqu	上不去
简码：ubqm	舍本求末
简码：ubqy	深表歉意
简码：ubrs	生不如死
简码：ubsv	十八岁
简码：ubsr	士别三日
简码：ubtd	双胞胎
简码：ubtq	深表同情
简码：ubu	是不是
简码：ubui	时不时
简码：ubua	傻不傻
简码：ubuj	手不释卷
简码：ubuu	数不胜数
简码：ubux	实报实销
简码：ubul	说不上来
简码：ubum	失败是成功之母
简码：ubvc	睡不着
简码：ubvd	谁不知道
简码：ubvj	神不知鬼不觉
简码：ubvm	舍本逐末
简码：ubvy	说不准
简码：ubvv	山不转水转
简码：ubvt	上不着天
简码：ubwj	说不完
简码：ubwd	时不我待
简码：ubwy	时不我与
简码：ubxk	睡不醒
简码：ubxh	谁不喜欢
简码：ubxy	食不下咽
简码：ubxm	实不相瞒
简码：ubye	上半夜
简码：ubyi	事不宜迟
简码：ubyj	身不由己
简码：ubyt	生搬硬套
简码：ubys	恕不远送
简码：ubyy	是不一样
简码：ubyh	深表遗憾
简码：ubz	上辈子
简码：ubzi	使绊子
简码：ubzl	时不再来
简码：ucaw	恃才傲物
简码：ucbl	深藏不露
简码：ucfy	神采飞扬
简码：ucgf	诗词歌赋
简码：uchj	生存环境
简码：ucj	收藏夹
简码：ucjv	上层建筑
简码：uclv	生存率
简码：uclh	舌灿莲花
简码：ucpb	收藏品
简码：ucvd	生财之道
简码：ucvj	身残志坚
简码：ucxt	上蹿下跳
简码：ucyd	生财有道
简码：ucyy	神采奕奕
简码：ucyx	受此影响
简码：ucyl	生存压力
简码：udbt	说的比唱的好听
简码：udbi	手到病除
简码：uddv	说得对
简码：uddi	说到底
简码：uddh	手动挡
简码：uddx	说东道西
简码：udfw	水电费
简码：udfu	士大夫
简码：udgq	说得过去
简码：udgv	失道寡助
简码：udhs	树倒猢狲散
简码：udjp	圣诞节
简码：udji	生旦净丑
简码：udju	水电局
简码：udjx	声东击西
简码：udkl	圣诞快乐
简码：udl	收到了
简码：udln	受得了
简码：udlt	事到临头
简码：udlr	圣诞老人
简码：udle	上当了
简码：udmb	圣多美和普林西比
简码：udnj	蜀道难
简码：udqi	水到渠成
简码：udqf	适得其反
简码：udql	手到擒来
简码：udqu	舐犊情深
简码：udrf	十多人
简码：udrj	事到如今
简码：udrx	世道人心
简码：udts	手电筒
简码：udti	识大体
简码：udtt	上得厅堂
简码：udug	山东省
简码：uduc	是对是错
简码：udui	水滴石穿
简码：udup	上当受骗
简码：udux	时断时续
简码：uduu	胜读十年书
简码：udvj	闪电战
简码：udvf	树大招风
简码：udvc	睡得着
简码：udwz	数典忘祖
简码：udwp	硕大无朋
简码：udxi	世代相传
简码：udxx	生动形象
简码：udxk	煽动性
简码：udyg	圣地亚哥
简码：udyu	书到用时方恨少
简码：udz	书呆子
简码：udzd	说到做到
简码：udzy	师道尊严
简码：udzj	生当作人杰
简码：uebh	食而不化
简码：uebj	视而不见
简码：uebl	疏而不漏
简码：uebu	十恶不赦
简码：ueby	少儿不宜
简码：uefm	善恶分明
简码：ueff	十二分
简码：uefd	失而复得
简码：uepd	生而平等
简码：uesv	十二岁
简码：uess	十二三岁
简码：uevv	生而知之
简码：ueyt	十二月
简码：ueyn	生儿育女
简码：ueyf	十二月份
简码：ufbs	伤风败俗
简码：ufdh	煽风点火
简码：ufe	顺风耳
简码：uffm	赏罚分明
简码：ufhb	是非黑白
简码：ufjd	杀伐决断
简码：ufj	煞风景
简码：ufjj	删繁就简
简码：ufjp	杀富济贫
简码：ufjw	上房揭瓦
简码：ufkx	煞费苦心
简码：ufqh	适逢其会
简码：ufqv	是非曲直
简码：ufrx	世风日下
简码：ufvg	身份证
简码：ufvd	是非之地
简码：ufvw	深孚众望
简码：ufvy	十分之一
简码：ufvr	身负重任
简码：ufxx	师范学校
简码：ufyx	收发由心
简码：ufdx	师范大学
简码：ugbh	食古不化
简码：ugby	深更半夜
简码：ugdg	闪光灯
简码：ugdw	施工单位
简码：ugeg	善贾而沽
简码：ugfc	升官发财
简码：ughj	睡个好觉
简码：ughy	山高皇帝远
简码：ugjc	硕果仅存
简码：ugjg	说干就干
简码：ugjq	时过境迁
简码：ugll	硕果累累
简码：uglx	瘦骨嶙峋
简码：ugmc	神鬼莫测
简码：ugmw	说个没完
简码：ugmt	视功名如粪土
简码：ugqx	双管齐下
简码：ugtz	摔跟头
简码：ugud	时高时低
简码：uguj	上个世纪
简码：ugus	水光山色
简码：ugvv	收官之战
简码：uhby	尸横遍野
简码：uhdy	疏忽大意
简码：uhgp	摄魂勾魄
简码：uhjj	身怀绝技
简码：uhlj	身怀六甲
简码：uhlp	失魂落魄
简码：uhmb	生花妙笔
简码：uhnf	时和年丰
简码：uhqj	神乎其技
简码：uhu	上海市
简码：uhuh	时好时坏
简码：uhvr	水浒传
简码：uhvy	社会主义
简码：uhwq	水火无情
简码：uhws	山呼万岁
简码：uhxj	社会学家
简码：uhdx	上海大学
简码：uhux	上海师范大学
简码：uhjd	上海交大
简码：uibz	生辰八字
简码：uibq	伤春悲秋
简码：uiej	恃宠而骄
简码：uigm	神出鬼没
简码：uihl	山川河流
简码：uijy	省吃俭用
简码：uiqh	势成骑虎
简码：uiul	山重水复疑无路
简码：uiwm	师出无名
简码：uiyy	事出有因
简码：ujar	生机盎然
简码：ujbh	沙家浜
简码：ujbz	时间不早
简码：ujbb	生机勃勃
简码：ujbv	身经百战
简码：ujby	手脚并用
简码：ujbk	神经病
简码：ujbr	时间不等人
简码：ujcq	事急从权
简码：ujcs	圣基茨和尼维斯
简码：ujdg	少见多怪
简码：ujdv	世界大战
简码：ujdt	伤筋动骨一百天
简码：ujgr	世界观
简码：ujgj	世界冠军
简码：ujgk	杀鸡给猴看
简码：ujgy	双节棍
简码：ujgm	神经过敏
简码：ujht	数九寒天
简码：ujhp	世界和平
简码：ujhb	双剑合璧
简码：ujiv	实践出真知
简码：ujjh	杀鸡儆猴
简码：ujjr	舍己救人
简码：ujjl	世界纪录
简码：ujji	深居简出
简码：ujjp	时间紧迫
简码：ujku	数据库
简码：ujke	神经科
简码：ujld	势均力敌
简码：ujmr	世界末日
简码：ujmn	释迦牟尼
简码：ujms	神机妙算
简码：ujmo	世纪末
简码：ujmu	神经末梢
简码：ujpb	生机蓬勃
简码：ujql	杀鸡取卵
简码：ujqy	舍近求远
简码：ujry	善解人意
简码：ujsv	十几岁
简码：uju	实际上
简码：ujur	神经衰弱
简码：ujvi	十进制
简码：ujvt	市井之徒
简码：ujvm	实践证明
简码：ujwr	舍己为人
简码：ujwj	世界屋脊
简码：ujx	上进心
简码：ujxh	杀鸡吓猴
简码：ujxd	实际行动
简码：ujyd	杀鸡焉用牛刀
简码：ujyk	手疾眼快
简码：ukbn	时刻表
简码：ukev	适可而止
简码：ukfr	矢口否认
简码：ukjl	首开纪录
简码：uklq	顺口溜
简码：ukrp	守口如瓶
简码：ukun	受苦受难
简码：ukyr	社科院
简码：ukzv	水可载舟
简码：ulbs	生老病死
简码：ulbx	十里八乡
简码：ulbj	始料不及
简码：uldj	手榴弹
简码：ulex	顺流而下
简码：ulgj	失落感
简码：ulh	省略号
简码：ulhh	生龙活虎
简码：ulhi	说来话长
简码：uliv	顺理成章
简码：ulj	睡懒觉
简码：uljv	十六进制
简码：uljw	神龙见首不见尾
简码：ullk	水灵灵
简码：ullu	湿漉漉
简码：ullq	水里来火里去
简码：ulmh	耍流氓
简码：ulnj	上了年纪
简码：ulqx	石榴裙下
简码：ulqs	十六七岁
简码：ulqj	身临其境
简码：ulsi	少林寺
简码：ulsb	生离死别
简码：ulsv	十六岁
简码：ultz	水龙头
简码：ultt	生灵涂炭
简码：ulty	水来土掩
简码：ulu	试了试
简码：ului	水落石出
简码：uluq	说来说去
简码：ulur	时冷时热
简码：ulvb	神来之笔
简码：ulvq	始乱终弃
简码：ulvu	擅离职守
简码：ulvt	少来这一套
简码：ulwj	始料未及
简码：ulxy	圣卢西亚
简码：ulyi	生拉硬扯
简码：ulyu	生理盐水
简码：ulyv	时来运转
简码：ulyx	试了一下
简码：ulzm	是骡子是马
简码：ulzi	上了贼船
简码：umbx	生命不息
简码：umcg	鼠目寸光
简码：umdy	善莫大焉
简码：umdv	声名大振
简码：umgj	神秘感
简码：umhc	书名号
简码：umhu	山盟海誓
简码：umjn	双面胶
简码：umjl	手忙脚乱
简码：umli	生命力
简码：umlj	声名狼藉
简码：umln	圣马力诺
简码：ummf	十面埋伏
简码：umqi	生闷气
简码：umqq	声名鹊起
简码：umrx	收买人心
简码：umtc	水蜜桃
简码：umuu	说明书
简码：umul	熟门熟路
简码：umux	山明水秀
简码：umum	双目失明
简码：umvi	实名制
简码：umvf	生米煮成熟饭
简码：umvx	盛名之下
简码：umxm	生命线
简码：umxx	神秘兮兮
简码：umyr	守门员
简码：umyb	声名远播
简码：umyd	拭目以待
简码：umyl	深谋远虑
简码：umyy	声名远扬
简码：umzi	数目字
简码：umzf	生米做成熟饭
简码：unuq	熟能生巧
简码：unjb	伤脑筋
简码：unjw	十拿九稳
简码：unum	十年树木
简码：unli	少年老成
简码：unbl	少年不努力
简码：uncm	恕难从命
简码：unet	少年儿童
简码：ungs	少年宫
简码：unhb	山南海北
简码：unhi	十年寒窗
简码：unu	十年生死两茫茫
简码：unjx	神农架
简码：unjy	十年九不遇
简码：undv	少年得志
